,year,yearcount,weekofyear,station_max_temp_c,station_min_temp_c,cum_rain_prior_24_wks,avg_max_temp_prior_22_wks,year_shift_0,yearcount_shift_0,weekofyear_shift_0,station_max_temp_c_shift_0,station_min_temp_c_shift_0,cum_rain_prior_24_wks_shift_0,avg_max_temp_prior_22_wks_shift_0,year_shift_1,yearcount_shift_1,weekofyear_shift_1,station_max_temp_c_shift_1,station_min_temp_c_shift_1,cum_rain_prior_24_wks_shift_1,avg_max_temp_prior_22_wks_shift_1,year_shift_2,yearcount_shift_2,weekofyear_shift_2,station_max_temp_c_shift_2,station_min_temp_c_shift_2,cum_rain_prior_24_wks_shift_2,avg_max_temp_prior_22_wks_shift_2,year_shift_3,yearcount_shift_3,weekofyear_shift_3,station_max_temp_c_shift_3,station_min_temp_c_shift_3,cum_rain_prior_24_wks_shift_3,avg_max_temp_prior_22_wks_shift_3,year_shift_4,yearcount_shift_4,weekofyear_shift_4,station_max_temp_c_shift_4,station_min_temp_c_shift_4,cum_rain_prior_24_wks_shift_4,avg_max_temp_prior_22_wks_shift_4
678,2003,13,50,29.4,22.2,1619.3899999999987,32.100000000000016,2003,13,50,29.4,22.2,1619.3899999999987,32.100000000000016,2003.0,13.0,49.0,29.4,21.7,1454.4999999999989,32.20454545454547,2003.0,13.0,48.0,30.6,22.8,1493.7099999999991,32.359090909090924,2003.0,13.0,47.0,31.7,23.9,1495.7599999999989,32.431818181818194,2003.0,13.0,46.0,31.7,22.8,1114.2599999999986,32.3818181818182
679,2003,13,51,29.4,22.2,1619.3899999999987,31.995454545454553,2003,13,51,29.4,22.2,1619.3899999999987,31.995454545454553,2003.0,13.0,50.0,29.4,22.2,1619.3899999999987,32.100000000000016,2003.0,13.0,49.0,29.4,21.7,1454.4999999999989,32.20454545454547,2003.0,13.0,48.0,30.6,22.8,1493.7099999999991,32.359090909090924,2003.0,13.0,47.0,31.7,23.9,1495.7599999999989,32.431818181818194
680,2003,13,52,30.0,21.1,1610.5199999999988,31.868181818181828,2003,13,52,30.0,21.1,1610.5199999999988,31.868181818181828,2003.0,13.0,51.0,29.4,22.2,1619.3899999999987,31.995454545454553,2003.0,13.0,50.0,29.4,22.2,1619.3899999999987,32.100000000000016,2003.0,13.0,49.0,29.4,21.7,1454.4999999999989,32.20454545454547,2003.0,13.0,48.0,30.6,22.8,1493.7099999999991,32.359090909090924
681,2004,13,1,28.9,20.85,1548.9299999999992,31.7409090909091,2004,13,1,28.9,20.85,1548.9299999999992,31.7409090909091,2003.0,13.0,52.0,30.0,21.1,1610.5199999999988,31.868181818181828,2003.0,13.0,51.0,29.4,22.2,1619.3899999999987,31.995454545454553,2003.0,13.0,50.0,29.4,22.2,1619.3899999999987,32.100000000000016,2003.0,13.0,49.0,29.4,21.7,1454.4999999999989,32.20454545454547
682,2004,13,2,27.8,20.6,1548.9299999999992,31.56363636363637,2004,13,2,27.8,20.6,1548.9299999999992,31.56363636363637,2004.0,13.0,1.0,28.9,20.85,1548.9299999999992,31.7409090909091,2003.0,13.0,52.0,30.0,21.1,1610.5199999999988,31.868181818181828,2003.0,13.0,51.0,29.4,22.2,1619.3899999999987,31.995454545454553,2003.0,13.0,50.0,29.4,22.2,1619.3899999999987,32.100000000000016
683,2004,13,3,28.3,20.0,1543.0799999999988,31.38636363636364,2004,13,3,28.3,20.0,1543.0799999999988,31.38636363636364,2004.0,13.0,2.0,27.8,20.6,1548.9299999999992,31.56363636363637,2004.0,13.0,1.0,28.9,20.85,1548.9299999999992,31.7409090909091,2003.0,13.0,52.0,30.0,21.1,1610.5199999999988,31.868181818181828,2003.0,13.0,51.0,29.4,22.2,1619.3899999999987,31.995454545454553
684,2004,13,4,27.8,20.6,1515.0799999999988,31.186363636363634,2004,13,4,27.8,20.6,1515.0799999999988,31.186363636363634,2004.0,13.0,3.0,28.3,20.0,1543.0799999999988,31.38636363636364,2004.0,13.0,2.0,27.8,20.6,1548.9299999999992,31.56363636363637,2004.0,13.0,1.0,28.9,20.85,1548.9299999999992,31.7409090909091,2003.0,13.0,52.0,30.0,21.1,1610.5199999999988,31.868181818181828
685,2004,13,5,28.9,20.0,1503.7099999999991,31.0590909090909,2004,13,5,28.9,20.0,1503.7099999999991,31.0590909090909,2004.0,13.0,4.0,27.8,20.6,1515.0799999999988,31.186363636363634,2004.0,13.0,3.0,28.3,20.0,1543.0799999999988,31.38636363636364,2004.0,13.0,2.0,27.8,20.6,1548.9299999999992,31.56363636363637,2004.0,13.0,1.0,28.9,20.85,1548.9299999999992,31.7409090909091
686,2004,13,6,31.1,19.4,1461.2499999999989,31.03181818181817,2004,13,6,31.1,19.4,1461.2499999999989,31.03181818181817,2004.0,13.0,5.0,28.9,20.0,1503.7099999999991,31.0590909090909,2004.0,13.0,4.0,27.8,20.6,1515.0799999999988,31.186363636363634,2004.0,13.0,3.0,28.3,20.0,1543.0799999999988,31.38636363636364,2004.0,13.0,2.0,27.8,20.6,1548.9299999999992,31.56363636363637
687,2004,13,7,28.9,20.0,1362.5699999999988,30.78181818181817,2004,13,7,28.9,20.0,1362.5699999999988,30.78181818181817,2004.0,13.0,6.0,31.1,19.4,1461.2499999999989,31.03181818181817,2004.0,13.0,5.0,28.9,20.0,1503.7099999999991,31.0590909090909,2004.0,13.0,4.0,27.8,20.6,1515.0799999999988,31.186363636363634,2004.0,13.0,3.0,28.3,20.0,1543.0799999999988,31.38636363636364
688,2004,13,8,29.4,20.6,1276.1699999999987,30.55454545454545,2004,13,8,29.4,20.6,1276.1699999999987,30.55454545454545,2004.0,13.0,7.0,28.9,20.0,1362.5699999999988,30.78181818181817,2004.0,13.0,6.0,31.1,19.4,1461.2499999999989,31.03181818181817,2004.0,13.0,5.0,28.9,20.0,1503.7099999999991,31.0590909090909,2004.0,13.0,4.0,27.8,20.6,1515.0799999999988,31.186363636363634
689,2004,13,9,28.3,19.4,1259.3599999999988,30.29999999999999,2004,13,9,28.3,19.4,1259.3599999999988,30.29999999999999,2004.0,13.0,8.0,29.4,20.6,1276.1699999999987,30.55454545454545,2004.0,13.0,7.0,28.9,20.0,1362.5699999999988,30.78181818181817,2004.0,13.0,6.0,31.1,19.4,1461.2499999999989,31.03181818181817,2004.0,13.0,5.0,28.9,20.0,1503.7099999999991,31.0590909090909
690,2004,13,10,31.1,20.6,1220.6599999999987,30.24999999999999,2004,13,10,31.1,20.6,1220.6599999999987,30.24999999999999,2004.0,13.0,9.0,28.3,19.4,1259.3599999999988,30.29999999999999,2004.0,13.0,8.0,29.4,20.6,1276.1699999999987,30.55454545454545,2004.0,13.0,7.0,28.9,20.0,1362.5699999999988,30.78181818181817,2004.0,13.0,6.0,31.1,19.4,1461.2499999999989,31.03181818181817
691,2004,13,11,30.6,21.1,1121.0499999999988,30.199999999999992,2004,13,11,30.6,21.1,1121.0499999999988,30.199999999999992,2004.0,13.0,10.0,31.1,20.6,1220.6599999999987,30.24999999999999,2004.0,13.0,9.0,28.3,19.4,1259.3599999999988,30.29999999999999,2004.0,13.0,8.0,29.4,20.6,1276.1699999999987,30.55454545454545,2004.0,13.0,7.0,28.9,20.0,1362.5699999999988,30.78181818181817
692,2004,13,12,31.1,20.6,1042.1099999999988,30.14999999999999,2004,13,12,31.1,20.6,1042.1099999999988,30.14999999999999,2004.0,13.0,11.0,30.6,21.1,1121.0499999999988,30.199999999999992,2004.0,13.0,10.0,31.1,20.6,1220.6599999999987,30.24999999999999,2004.0,13.0,9.0,28.3,19.4,1259.3599999999988,30.29999999999999,2004.0,13.0,8.0,29.4,20.6,1276.1699999999987,30.55454545454545
693,2004,13,13,30.0,21.1,1041.4999999999989,30.022727272727266,2004,13,13,30.0,21.1,1041.4999999999989,30.022727272727266,2004.0,13.0,12.0,31.1,20.6,1042.1099999999988,30.14999999999999,2004.0,13.0,11.0,30.6,21.1,1121.0499999999988,30.199999999999992,2004.0,13.0,10.0,31.1,20.6,1220.6599999999987,30.24999999999999,2004.0,13.0,9.0,28.3,19.4,1259.3599999999988,30.29999999999999
694,2004,13,14,28.9,20.6,951.3499999999988,29.822727272727267,2004,13,14,28.9,20.6,951.3499999999988,29.822727272727267,2004.0,13.0,13.0,30.0,21.1,1041.4999999999989,30.022727272727266,2004.0,13.0,12.0,31.1,20.6,1042.1099999999988,30.14999999999999,2004.0,13.0,11.0,30.6,21.1,1121.0499999999988,30.199999999999992,2004.0,13.0,10.0,31.1,20.6,1220.6599999999987,30.24999999999999
695,2004,13,15,31.1,20.6,930.9099999999988,29.74545454545454,2004,13,15,31.1,20.6,930.9099999999988,29.74545454545454,2004.0,13.0,14.0,28.9,20.6,951.3499999999988,29.822727272727267,2004.0,13.0,13.0,30.0,21.1,1041.4999999999989,30.022727272727266,2004.0,13.0,12.0,31.1,20.6,1042.1099999999988,30.14999999999999,2004.0,13.0,11.0,30.6,21.1,1121.0499999999988,30.199999999999992
696,2004,13,16,29.4,22.8,839.9599999999988,29.64090909090908,2004,13,16,29.4,22.8,839.9599999999988,29.64090909090908,2004.0,13.0,15.0,31.1,20.6,930.9099999999988,29.74545454545454,2004.0,13.0,14.0,28.9,20.6,951.3499999999988,29.822727272727267,2004.0,13.0,13.0,30.0,21.1,1041.4999999999989,30.022727272727266,2004.0,13.0,12.0,31.1,20.6,1042.1099999999988,30.14999999999999
697,2004,13,17,29.4,21.7,783.5899999999988,29.536363636363625,2004,13,17,29.4,21.7,783.5899999999988,29.536363636363625,2004.0,13.0,16.0,29.4,22.8,839.9599999999988,29.64090909090908,2004.0,13.0,15.0,31.1,20.6,930.9099999999988,29.74545454545454,2004.0,13.0,14.0,28.9,20.6,951.3499999999988,29.822727272727267,2004.0,13.0,13.0,30.0,21.1,1041.4999999999989,30.022727272727266
698,2004,14,18,30.0,22.8,761.5899999999988,29.509090909090897,2004,14,18,30.0,22.8,761.5899999999988,29.509090909090897,2004.0,13.0,17.0,29.4,21.7,783.5899999999988,29.536363636363625,2004.0,13.0,16.0,29.4,22.8,839.9599999999988,29.64090909090908,2004.0,13.0,15.0,31.1,20.6,930.9099999999988,29.74545454545454,2004.0,13.0,14.0,28.9,20.6,951.3499999999988,29.822727272727267
699,2004,14,19,30.6,22.2,380.5599999999987,29.563636363636352,2004,14,19,30.6,22.2,380.5599999999987,29.563636363636352,2004.0,14.0,18.0,30.0,22.8,761.5899999999988,29.509090909090897,2004.0,13.0,17.0,29.4,21.7,783.5899999999988,29.536363636363625,2004.0,13.0,16.0,29.4,22.8,839.9599999999988,29.64090909090908,2004.0,13.0,15.0,31.1,20.6,930.9099999999988,29.74545454545454
700,2004,14,20,31.1,22.8,380.1399999999987,29.64090909090908,2004,14,20,31.1,22.8,380.1399999999987,29.64090909090908,2004.0,14.0,19.0,30.6,22.2,380.5599999999987,29.563636363636352,2004.0,14.0,18.0,30.0,22.8,761.5899999999988,29.509090909090897,2004.0,13.0,17.0,29.4,21.7,783.5899999999988,29.536363636363625,2004.0,13.0,16.0,29.4,22.8,839.9599999999988,29.64090909090908
701,2004,14,21,29.4,22.8,477.1299999999987,29.64090909090908,2004,14,21,29.4,22.8,477.1299999999987,29.64090909090908,2004.0,14.0,20.0,31.1,22.8,380.1399999999987,29.64090909090908,2004.0,14.0,19.0,30.6,22.2,380.5599999999987,29.563636363636352,2004.0,14.0,18.0,30.0,22.8,761.5899999999988,29.509090909090897,2004.0,13.0,17.0,29.4,21.7,783.5899999999988,29.536363636363625
702,2004,14,22,28.9,21.7,469.7299999999987,29.59090909090908,2004,14,22,28.9,21.7,469.7299999999987,29.59090909090908,2004.0,14.0,21.0,29.4,22.8,477.1299999999987,29.64090909090908,2004.0,14.0,20.0,31.1,22.8,380.1399999999987,29.64090909090908,2004.0,14.0,19.0,30.6,22.2,380.5599999999987,29.563636363636352,2004.0,14.0,18.0,30.0,22.8,761.5899999999988,29.509090909090897
703,2004,14,23,33.3,22.8,483.2399999999987,29.790909090909082,2004,14,23,33.3,22.8,483.2399999999987,29.790909090909082,2004.0,14.0,22.0,28.9,21.7,469.7299999999987,29.59090909090908,2004.0,14.0,21.0,29.4,22.8,477.1299999999987,29.64090909090908,2004.0,14.0,20.0,31.1,22.8,380.1399999999987,29.64090909090908,2004.0,14.0,19.0,30.6,22.2,380.5599999999987,29.563636363636352
704,2004,14,24,31.7,23.9,487.3999999999987,29.96818181818181,2004,14,24,31.7,23.9,487.3999999999987,29.96818181818181,2004.0,14.0,23.0,33.3,22.8,483.2399999999987,29.790909090909082,2004.0,14.0,22.0,28.9,21.7,469.7299999999987,29.59090909090908,2004.0,14.0,21.0,29.4,22.8,477.1299999999987,29.64090909090908,2004.0,14.0,20.0,31.1,22.8,380.1399999999987,29.64090909090908
705,2004,14,25,33.3,22.8,499.4899999999987,30.195454545454535,2004,14,25,33.3,22.8,499.4899999999987,30.195454545454535,2004.0,14.0,24.0,31.7,23.9,487.3999999999987,29.96818181818181,2004.0,14.0,23.0,33.3,22.8,483.2399999999987,29.790909090909082,2004.0,14.0,22.0,28.9,21.7,469.7299999999987,29.59090909090908,2004.0,14.0,21.0,29.4,22.8,477.1299999999987,29.64090909090908
706,2004,14,26,32.2,23.9,540.8999999999987,30.39545454545454,2004,14,26,32.2,23.9,540.8999999999987,30.39545454545454,2004.0,14.0,25.0,33.3,22.8,499.4899999999987,30.195454545454535,2004.0,14.0,24.0,31.7,23.9,487.3999999999987,29.96818181818181,2004.0,14.0,23.0,33.3,22.8,483.2399999999987,29.790909090909082,2004.0,14.0,22.0,28.9,21.7,469.7299999999987,29.59090909090908
707,2004,14,27,32.2,23.3,533.1999999999987,30.54545454545455,2004,14,27,32.2,23.3,533.1999999999987,30.54545454545455,2004.0,14.0,26.0,32.2,23.9,540.8999999999987,30.39545454545454,2004.0,14.0,25.0,33.3,22.8,499.4899999999987,30.195454545454535,2004.0,14.0,24.0,31.7,23.9,487.3999999999987,29.96818181818181,2004.0,14.0,23.0,33.3,22.8,483.2399999999987,29.790909090909082
708,2004,14,28,31.1,23.3,572.2499999999986,30.54545454545455,2004,14,28,31.1,23.3,572.2499999999986,30.54545454545455,2004.0,14.0,27.0,32.2,23.3,533.1999999999987,30.54545454545455,2004.0,14.0,26.0,32.2,23.9,540.8999999999987,30.39545454545454,2004.0,14.0,25.0,33.3,22.8,499.4899999999987,30.195454545454535,2004.0,14.0,24.0,31.7,23.9,487.3999999999987,29.96818181818181
709,2004,14,29,31.7,25.0,631.3999999999986,30.67272727272728,2004,14,29,31.7,25.0,631.3999999999986,30.67272727272728,2004.0,14.0,28.0,31.1,23.3,572.2499999999986,30.54545454545455,2004.0,14.0,27.0,32.2,23.3,533.1999999999987,30.54545454545455,2004.0,14.0,26.0,32.2,23.9,540.8999999999987,30.39545454545454,2004.0,14.0,25.0,33.3,22.8,499.4899999999987,30.195454545454535
710,2004,14,30,31.7,23.9,655.1399999999986,30.77727272727273,2004,14,30,31.7,23.9,655.1399999999986,30.77727272727273,2004.0,14.0,29.0,31.7,25.0,631.3999999999986,30.67272727272728,2004.0,14.0,28.0,31.1,23.3,572.2499999999986,30.54545454545455,2004.0,14.0,27.0,32.2,23.3,533.1999999999987,30.54545454545455,2004.0,14.0,26.0,32.2,23.9,540.8999999999987,30.39545454545454
711,2004,14,31,31.7,23.9,695.9999999999986,30.93181818181819,2004,14,31,31.7,23.9,695.9999999999986,30.93181818181819,2004.0,14.0,30.0,31.7,23.9,655.1399999999986,30.77727272727273,2004.0,14.0,29.0,31.7,25.0,631.3999999999986,30.67272727272728,2004.0,14.0,28.0,31.1,23.3,572.2499999999986,30.54545454545455,2004.0,14.0,27.0,32.2,23.3,533.1999999999987,30.54545454545455
712,2004,14,32,32.2,24.4,731.9899999999986,30.981818181818195,2004,14,32,32.2,24.4,731.9899999999986,30.981818181818195,2004.0,14.0,31.0,31.7,23.9,695.9999999999986,30.93181818181819,2004.0,14.0,30.0,31.7,23.9,655.1399999999986,30.77727272727273,2004.0,14.0,29.0,31.7,25.0,631.3999999999986,30.67272727272728,2004.0,14.0,28.0,31.1,23.3,572.2499999999986,30.54545454545455
713,2004,14,33,33.9,24.4,752.9099999999986,31.13181818181819,2004,14,33,33.9,24.4,752.9099999999986,31.13181818181819,2004.0,14.0,32.0,32.2,24.4,731.9899999999986,30.981818181818195,2004.0,14.0,31.0,31.7,23.9,695.9999999999986,30.93181818181819,2004.0,14.0,30.0,31.7,23.9,655.1399999999986,30.77727272727273,2004.0,14.0,29.0,31.7,25.0,631.3999999999986,30.67272727272728
714,2004,14,34,32.2,24.4,790.2099999999987,31.18181818181819,2004,14,34,32.2,24.4,790.2099999999987,31.18181818181819,2004.0,14.0,33.0,33.9,24.4,752.9099999999986,31.13181818181819,2004.0,14.0,32.0,32.2,24.4,731.9899999999986,30.981818181818195,2004.0,14.0,31.0,31.7,23.9,695.9999999999986,30.93181818181819,2004.0,14.0,30.0,31.7,23.9,655.1399999999986,30.77727272727273
715,2004,14,35,33.3,25.0,810.5099999999985,31.33181818181819,2004,14,35,33.3,25.0,810.5099999999985,31.33181818181819,2004.0,14.0,34.0,32.2,24.4,790.2099999999987,31.18181818181819,2004.0,14.0,33.0,33.9,24.4,752.9099999999986,31.13181818181819,2004.0,14.0,32.0,32.2,24.4,731.9899999999986,30.981818181818195,2004.0,14.0,31.0,31.7,23.9,695.9999999999986,30.93181818181819
716,2004,14,36,32.8,24.4,873.1199999999985,31.509090909090915,2004,14,36,32.8,24.4,873.1199999999985,31.509090909090915,2004.0,14.0,35.0,33.3,25.0,810.5099999999985,31.33181818181819,2004.0,14.0,34.0,32.2,24.4,790.2099999999987,31.18181818181819,2004.0,14.0,33.0,33.9,24.4,752.9099999999986,31.13181818181819,2004.0,14.0,32.0,32.2,24.4,731.9899999999986,30.981818181818195
717,2004,14,37,33.9,25.0,915.6299999999983,31.63636363636364,2004,14,37,33.9,25.0,915.6299999999983,31.63636363636364,2004.0,14.0,36.0,32.8,24.4,873.1199999999985,31.509090909090915,2004.0,14.0,35.0,33.3,25.0,810.5099999999985,31.33181818181819,2004.0,14.0,34.0,32.2,24.4,790.2099999999987,31.18181818181819,2004.0,14.0,33.0,33.9,24.4,752.9099999999986,31.13181818181819
718,2004,14,38,32.2,24.4,939.5699999999983,31.76363636363637,2004,14,38,32.2,24.4,939.5699999999983,31.76363636363637,2004.0,14.0,37.0,33.9,25.0,915.6299999999983,31.63636363636364,2004.0,14.0,36.0,32.8,24.4,873.1199999999985,31.509090909090915,2004.0,14.0,35.0,33.3,25.0,810.5099999999985,31.33181818181819,2004.0,14.0,34.0,32.2,24.4,790.2099999999987,31.18181818181819
719,2004,14,39,33.9,23.3,1185.2999999999984,31.968181818181826,2004,14,39,33.9,23.3,1185.2999999999984,31.968181818181826,2004.0,14.0,38.0,32.2,24.4,939.5699999999983,31.76363636363637,2004.0,14.0,37.0,33.9,25.0,915.6299999999983,31.63636363636364,2004.0,14.0,36.0,32.8,24.4,873.1199999999985,31.509090909090915,2004.0,14.0,35.0,33.3,25.0,810.5099999999985,31.33181818181819
720,2004,14,40,34.4,24.4,1189.6099999999985,32.16818181818183,2004,14,40,34.4,24.4,1189.6099999999985,32.16818181818183,2004.0,14.0,39.0,33.9,23.3,1185.2999999999984,31.968181818181826,2004.0,14.0,38.0,32.2,24.4,939.5699999999983,31.76363636363637,2004.0,14.0,37.0,33.9,25.0,915.6299999999983,31.63636363636364,2004.0,14.0,36.0,32.8,24.4,873.1199999999985,31.509090909090915
721,2004,14,41,31.7,24.4,1200.7499999999984,32.218181818181826,2004,14,41,31.7,24.4,1200.7499999999984,32.218181818181826,2004.0,14.0,40.0,34.4,24.4,1189.6099999999985,32.16818181818183,2004.0,14.0,39.0,33.9,23.3,1185.2999999999984,31.968181818181826,2004.0,14.0,38.0,32.2,24.4,939.5699999999983,31.76363636363637,2004.0,14.0,37.0,33.9,25.0,915.6299999999983,31.63636363636364
722,2004,14,42,32.2,23.9,1208.6699999999985,32.26818181818183,2004,14,42,32.2,23.9,1208.6699999999985,32.26818181818183,2004.0,14.0,41.0,31.7,24.4,1200.7499999999984,32.218181818181826,2004.0,14.0,40.0,34.4,24.4,1189.6099999999985,32.16818181818183,2004.0,14.0,39.0,33.9,23.3,1185.2999999999984,31.968181818181826,2004.0,14.0,38.0,32.2,24.4,939.5699999999983,31.76363636363637
723,2004,14,43,32.2,23.9,1209.9199999999985,32.395454545454555,2004,14,43,32.2,23.9,1209.9199999999985,32.395454545454555,2004.0,14.0,42.0,32.2,23.9,1208.6699999999985,32.26818181818183,2004.0,14.0,41.0,31.7,24.4,1200.7499999999984,32.218181818181826,2004.0,14.0,40.0,34.4,24.4,1189.6099999999985,32.16818181818183,2004.0,14.0,39.0,33.9,23.3,1185.2999999999984,31.968181818181826
724,2004,14,44,31.7,23.9,1290.8599999999985,32.52272727272729,2004,14,44,31.7,23.9,1290.8599999999985,32.52272727272729,2004.0,14.0,43.0,32.2,23.9,1209.9199999999985,32.395454545454555,2004.0,14.0,42.0,32.2,23.9,1208.6699999999985,32.26818181818183,2004.0,14.0,41.0,31.7,24.4,1200.7499999999984,32.218181818181826,2004.0,14.0,40.0,34.4,24.4,1189.6099999999985,32.16818181818183
725,2004,14,45,30.6,22.8,1299.3599999999985,32.40000000000002,2004,14,45,30.6,22.8,1299.3599999999985,32.40000000000002,2004.0,14.0,44.0,31.7,23.9,1290.8599999999985,32.52272727272729,2004.0,14.0,43.0,32.2,23.9,1209.9199999999985,32.395454545454555,2004.0,14.0,42.0,32.2,23.9,1208.6699999999985,32.26818181818183,2004.0,14.0,41.0,31.7,24.4,1200.7499999999984,32.218181818181826
726,2004,14,46,31.1,23.9,1142.6999999999985,32.37272727272729,2004,14,46,31.1,23.9,1142.6999999999985,32.37272727272729,2004.0,14.0,45.0,30.6,22.8,1299.3599999999985,32.40000000000002,2004.0,14.0,44.0,31.7,23.9,1290.8599999999985,32.52272727272729,2004.0,14.0,43.0,32.2,23.9,1209.9199999999985,32.395454545454555,2004.0,14.0,42.0,32.2,23.9,1208.6699999999985,32.26818181818183
727,2004,14,47,28.9,23.3,1252.0599999999986,32.172727272727286,2004,14,47,28.9,23.3,1252.0599999999986,32.172727272727286,2004.0,14.0,46.0,31.1,23.9,1142.6999999999985,32.37272727272729,2004.0,14.0,45.0,30.6,22.8,1299.3599999999985,32.40000000000002,2004.0,14.0,44.0,31.7,23.9,1290.8599999999985,32.52272727272729,2004.0,14.0,43.0,32.2,23.9,1209.9199999999985,32.395454545454555
728,2004,14,48,29.4,23.3,1264.3099999999986,32.04545454545456,2004,14,48,29.4,23.3,1264.3099999999986,32.04545454545456,2004.0,14.0,47.0,28.9,23.3,1252.0599999999986,32.172727272727286,2004.0,14.0,46.0,31.1,23.9,1142.6999999999985,32.37272727272729,2004.0,14.0,45.0,30.6,22.8,1299.3599999999985,32.40000000000002,2004.0,14.0,44.0,31.7,23.9,1290.8599999999985,32.52272727272729
729,2004,14,49,28.9,21.1,1251.2399999999984,31.89545454545456,2004,14,49,28.9,21.1,1251.2399999999984,31.89545454545456,2004.0,14.0,48.0,29.4,23.3,1264.3099999999986,32.04545454545456,2004.0,14.0,47.0,28.9,23.3,1252.0599999999986,32.172727272727286,2004.0,14.0,46.0,31.1,23.9,1142.6999999999985,32.37272727272729,2004.0,14.0,45.0,30.6,22.8,1299.3599999999985,32.40000000000002
730,2004,14,50,28.9,20.6,1209.8299999999986,31.79545454545456,2004,14,50,28.9,20.6,1209.8299999999986,31.79545454545456,2004.0,14.0,49.0,28.9,21.1,1251.2399999999984,31.89545454545456,2004.0,14.0,48.0,29.4,23.3,1264.3099999999986,32.04545454545456,2004.0,14.0,47.0,28.9,23.3,1252.0599999999986,32.172727272727286,2004.0,14.0,46.0,31.1,23.9,1142.6999999999985,32.37272727272729
731,2004,14,51,30.6,22.8,1186.9999999999984,31.745454545454553,2004,14,51,30.6,22.8,1186.9999999999984,31.745454545454553,2004.0,14.0,50.0,28.9,20.6,1209.8299999999986,31.79545454545456,2004.0,14.0,49.0,28.9,21.1,1251.2399999999984,31.89545454545456,2004.0,14.0,48.0,29.4,23.3,1264.3099999999986,32.04545454545456,2004.0,14.0,47.0,28.9,23.3,1252.0599999999986,32.172727272727286
732,2004,14,52,30.0,22.8,1298.2599999999984,31.668181818181825,2004,14,52,30.0,22.8,1298.2599999999984,31.668181818181825,2004.0,14.0,51.0,30.6,22.8,1186.9999999999984,31.745454545454553,2004.0,14.0,50.0,28.9,20.6,1209.8299999999986,31.79545454545456,2004.0,14.0,49.0,28.9,21.1,1251.2399999999984,31.89545454545456,2004.0,14.0,48.0,29.4,23.3,1264.3099999999986,32.04545454545456
733,2005,14,53,29.15,21.950000000000006,1314.2649999999985,31.55227272727273,2005,14,53,29.15,21.950000000000006,1314.2649999999985,31.55227272727273,2004.0,14.0,52.0,30.0,22.8,1298.2599999999984,31.668181818181825,2004.0,14.0,51.0,30.6,22.8,1186.9999999999984,31.745454545454553,2004.0,14.0,50.0,28.9,20.6,1209.8299999999986,31.79545454545456,2004.0,14.0,49.0,28.9,21.1,1251.2399999999984,31.89545454545456
734,2005,14,1,28.3,21.1,1290.5249999999985,31.375,2005,14,1,28.3,21.1,1290.5249999999985,31.375,2005.0,14.0,53.0,29.15,21.950000000000006,1314.2649999999985,31.55227272727273,2004.0,14.0,52.0,30.0,22.8,1298.2599999999984,31.668181818181825,2004.0,14.0,51.0,30.6,22.8,1186.9999999999984,31.745454545454553,2004.0,14.0,50.0,28.9,20.6,1209.8299999999986,31.79545454545456
735,2005,14,2,28.3,22.2,1249.6649999999984,31.120454545454546,2005,14,2,28.3,22.2,1249.6649999999984,31.120454545454546,2005.0,14.0,1.0,28.3,21.1,1290.5249999999985,31.375,2005.0,14.0,53.0,29.15,21.950000000000006,1314.2649999999985,31.55227272727273,2004.0,14.0,52.0,30.0,22.8,1298.2599999999984,31.668181818181825,2004.0,14.0,51.0,30.6,22.8,1186.9999999999984,31.745454545454553
736,2005,14,3,28.3,21.7,1228.3449999999984,30.94318181818181,2005,14,3,28.3,21.7,1228.3449999999984,30.94318181818181,2005.0,14.0,2.0,28.3,22.2,1249.6649999999984,31.120454545454546,2005.0,14.0,1.0,28.3,21.1,1290.5249999999985,31.375,2005.0,14.0,53.0,29.15,21.950000000000006,1314.2649999999985,31.55227272727273,2004.0,14.0,52.0,30.0,22.8,1298.2599999999984,31.668181818181825
737,2005,14,4,28.3,17.8,1222.6249999999984,30.71590909090909,2005,14,4,28.3,17.8,1222.6249999999984,30.71590909090909,2005.0,14.0,3.0,28.3,21.7,1228.3449999999984,30.94318181818181,2005.0,14.0,2.0,28.3,22.2,1249.6649999999984,31.120454545454546,2005.0,14.0,1.0,28.3,21.1,1290.5249999999985,31.375,2005.0,14.0,53.0,29.15,21.950000000000006,1314.2649999999985,31.55227272727273
738,2005,14,5,27.8,19.4,1185.3249999999985,30.48863636363636,2005,14,5,27.8,19.4,1185.3249999999985,30.48863636363636,2005.0,14.0,4.0,28.3,17.8,1222.6249999999984,30.71590909090909,2005.0,14.0,3.0,28.3,21.7,1228.3449999999984,30.94318181818181,2005.0,14.0,2.0,28.3,22.2,1249.6649999999984,31.120454545454546,2005.0,14.0,1.0,28.3,21.1,1290.5249999999985,31.375
739,2005,14,6,26.7,19.4,1165.0249999999985,30.161363636363635,2005,14,6,26.7,19.4,1165.0249999999985,30.161363636363635,2005.0,14.0,5.0,27.8,19.4,1185.3249999999985,30.48863636363636,2005.0,14.0,4.0,28.3,17.8,1222.6249999999984,30.71590909090909,2005.0,14.0,3.0,28.3,21.7,1228.3449999999984,30.94318181818181,2005.0,14.0,2.0,28.3,22.2,1249.6649999999984,31.120454545454546
